1
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
383.5000,158.8500,100.5000,72.9000
